"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile"	"spk.id"	"spk.ref"	"zone"	"title"	"date"	"sex"	"age"	"prov"	"reside"	"ed.lev"	"occupation"	"relig"	"1st.lg"	"other.lgs"	"speech.unit.count"	"word.count"
381	"817"	"<S1A-089$A>"	"S1A-089"	"1"	"581"	"A"	"republic of ireland"	"american men"	"1990-1994"	"male"	NA	NA	"cork (county)"	NA	"na"	NA	NA	NA	45	210
382	"818"	"<S1A-089$B>"	"S1A-089"	"1"	"524"	"B"	"republic of ireland"	"american men"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	29	96
383	"819"	"<S1A-089$C>"	"S1A-089"	"1"	"582"	"C"	"republic of ireland"	"american men"	"1990-1994"	"female"	NA	NA	"cork (county)"	"first degree"	"na"	NA	NA	NA	128	654
384	"820"	"<S1A-089$D>"	"S1A-089"	"1"	"583"	"D"	"republic of ireland"	"american men"	"1990-1994"	"female"	NA	NA	"mayo"	"first degree"	"na"	NA	NA	NA	117	907
385	"821"	"<S1A-089$E>"	"S1A-089"	"1"	"584"	"E"	"republic of ireland"	"american men"	"1990-1994"	"female"	NA	NA	"kerry"	NA	"na"	NA	NA	NA	33	237
386	NA	"<S1A-090$?>"	"S1A-090"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	16
387	"822"	"<S1A-090$A>"	"S1A-090"	"1"	"581"	"A"	"republic of ireland"	"designer clothes"	"1990-1994"	"male"	NA	NA	"cork (county)"	NA	"na"	NA	NA	NA	1	7
388	"823"	"<S1A-090$B>"	"S1A-090"	"1"	"524"	"B"	"republic of ireland"	"designer clothes"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	85	561
389	"824"	"<S1A-090$C>"	"S1A-090"	"1"	"582"	"C"	"republic of ireland"	"designer clothes"	"1990-1994"	"female"	NA	NA	"cork (county)"	"first degree"	"na"	NA	NA	NA	24	123
390	"825"	"<S1A-090$D>"	"S1A-090"	"1"	"583"	"D"	"republic of ireland"	"designer clothes"	"1990-1994"	"female"	NA	NA	"mayo"	"first degree"	"na"	NA	NA	NA	101	936
391	"826"	"<S1A-090$E>"	"S1A-090"	"1"	"584"	"E"	"republic of ireland"	"designer clothes"	"1990-1994"	"female"	NA	NA	"kerry"	NA	"na"	NA	NA	NA	37	278
392	"186"	"<S1A-091$A>"	"S1A-091"	"1"	"3"	"A"	"northern ireland"	"haircut - mortgage"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"postgraduate qualification"	"solicitor"	"catholic"	"english"	"french & italian"	58	390
393	"187"	"<S1A-091$B>"	"S1A-091"	"1"	"11"	"B"	"northern ireland"	"haircut - mortgage"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"doctoral degree"	"research assistant"	"catholic"	"english"	"french & italian"	50	298
394	"188"	"<S1A-091$C>"	"S1A-091"	"2"	"136"	"C"	"northern ireland"	"haircut - mortgage"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"secondary school qualification"	"classroom assistant"	"protestant"	"english"	NA	116	870
395	"189"	"<S1A-091$D>"	"S1A-091"	"2"	"17"	"D"	"northern ireland"	"haircut - mortgage"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	93	605
396	"190"	"<S1A-092$A>"	"S1A-092"	"1"	"136"	"A"	"northern ireland"	"househunting"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"secondary school qualification"	"classroom assistant"	"protestant"	"english"	NA	145	1128
397	"191"	"<S1A-092$B>"	"S1A-092"	"1"	"17"	"B"	"northern ireland"	"househunting"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	117	769
398	"192"	"<S1A-093$A>"	"S1A-093"	"1"	"17"	"A"	"northern ireland"	"motorbikes"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	133	847
399	"193"	"<S1A-093$B>"	"S1A-093"	"1"	"15"	"B"	"northern ireland"	"motorbikes"	"2002-2005"	"male"	"34-41"	"down"	"down"	"secondary school qualification"	"bus driver"	"protestant"	"english"	"french"	149	1164
400	"194"	"<S1A-094$A>"	"S1A-094"	"1"	"137"	"A"	"mixed between ni and roi"	"health"	"2002-2005"	"female"	"26-33"	"down"	"dublin (city)"	"postgraduate qualification"	"employment coordinator"	"catholic"	"english"	NA	153	1419
401	"195"	"<S1A-094$B>"	"S1A-094"	"1"	"138"	"B"	"northern ireland"	"health"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"teacher"	"catholic"	"english"	NA	132	503
402	"196"	"<S1A-095$A>"	"S1A-095"	"1"	"139"	"A"	"northern ireland"	"strep infection"	"2002-2005"	"female"	"26-33"	"armagh"	"belfast"	"postgraduate qualification"	"banker"	"catholic"	"english"	NA	160	1189
403	"197"	"<S1A-095$B>"	"S1A-095"	"1"	"140"	"B"	"northern ireland"	"strep infection"	"2002-2005"	"female"	"19-25"	"armagh"	"belfast"	"postgraduate qualification"	"designer"	"catholic"	"english"	NA	128	775
404	"827"	"<S1A-096$A>"	"S1A-096"	"1"	"585"	"A"	"republic of ireland"	"sisters 1"	"2002-2005"	"female"	"50+"	"galway (city)"	"dublin (city)"	"secondary school qualification"	"legal secretary"	"catholic"	"english & irish gaelic"	NA	140	1151
405	"828"	"<S1A-096$B>"	"S1A-096"	"1"	"586"	"B"	"republic of ireland"	"sisters 1"	"2002-2005"	"female"	"50+"	NA	"dublin (city)"	"first degree"	"artist typist"	"jewish"	"english & irish gaelic"	NA	108	756
406	"829"	"<S1A-097$A>"	"S1A-097"	"1"	"586"	"A"	"republic of ireland"	"sisters 2"	"2002-2005"	"female"	"50+"	NA	"dublin (city)"	"first degree"	"artist typist"	"jewish"	"english & irish gaelic"	NA	137	1462
407	"830"	"<S1A-097$B>"	"S1A-097"	"1"	"585"	"B"	"republic of ireland"	"sisters 2"	"2002-2005"	"female"	"50+"	"galway (city)"	"dublin (city)"	"secondary school qualification"	"legal secretary"	"catholic"	"english & irish gaelic"	NA	117	669
408	"831"	"<S1A-098$A>"	"S1A-098"	"1"	"587"	"A"	"mixed between ni and roi"	"bad weather"	"2002-2005"	"female"	"26-33"	"donegal"	"belfast"	"postgraduate qualification"	"researcher"	"catholic"	"english"	"irish gaelic"	111	978
409	"832"	"<S1A-098$B>"	"S1A-098"	"1"	"588"	"B"	"republic of ireland"	"bad weather"	"2002-2005"	"female"	"19-25"	"donegal"	NA	"secondary school qualification"	"ward assistant"	"catholic"	"english"	"irish gaelic"	144	989
410	"833"	"<S1A-099$A>"	"S1A-099"	"1"	"646"	"A"	"republic of ireland"	"dresses"	"2002-2005"	"female"	"19-25"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	NA	166	1187
411	"834"	"<S1A-099$B>"	"S1A-099"	"1"	"647"	"B"	"republic of ireland"	"dresses"	"2002-2005"	"female"	"19-25"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	129	724
412	"835"	"<S1A-100$A>"	"S1A-100"	"1"	"591"	"A"	"republic of ireland"	"college plans"	"2002-2005"	"female"	"19-25"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"student"	"jewish"	"english & irish gaelic"	NA	121	1043
413	"836"	"<S1A-100$B>"	"S1A-100"	"1"	"592"	"B"	"republic of ireland"	"college plans"	"2002-2005"	"male"	"19-25"	"dublin (city)"	"dublin (city)"	"secondary school qualification"	"student"	NA	"english"	"french & irish gaelic"	113	973
414	NA	"<S1B-001$?>"	"S1B-001"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
415	"198"	"<S1B-001$A>"	"S1B-001"	"1"	"141"	"A"	"northern ireland"	"sociolinguistics 1"	"2002-2005"	"female"	"50+"	"(london)derry"	"belfast"	"doctoral degree"	"lecturer"	"protestant"	"english"	NA	112	2076
416	"199"	"<S1B-001$B>"	"S1B-001"	"1"	"142"	"B"	"northern ireland"	"sociolinguistics 1"	"2002-2005"	"male"	"19-25"	"armagh"	"armagh"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	2	18
417	"200"	"<S1B-001$C>"	"S1B-001"	"1"	"116"	"C"	"northern ireland"	"sociolinguistics 1"	"2002-2005"	"female"	"26-33"	"down"	"down"	"some tertiary education"	"student"	"catholic"	"english"	NA	5	41
418	"201"	"<S1B-001$D>"	"S1B-001"	"1"	"143"	"D"	"non-corpus speaker"	"sociolinguistics 1"	"2002-2005"	"female"	"19-25"	NA	NA	"first degree"	"student"	"protestant"	NA	"spanish"	2	0
419	"202"	"<S1B-001$E>"	"S1B-001"	"1"	"144"	"E"	"mixed between ni and roi"	"sociolinguistics 1"	"2002-2005"	"female"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	2	0
420	"203"	"<S1B-001$F>"	"S1B-001"	"1"	"145"	"F"	"northern ireland"	"sociolinguistics 1"	"2002-2005"	"male"	"19-25"	NA	NA	"some tertiary education"	"student"	NA	NA	NA	6	43
421	"204"	"<S1B-001$G>"	"S1B-001"	"1"	"146"	"G"	"northern ireland"	"sociolinguistics 1"	"2002-2005"	"female"	"19-25"	"armagh"	"armagh"	"some tertiary education"	"student"	"protestant"	"english"	NA	1	22
422	NA	"<S1B-001$H?>"	"S1B-001"	"1"	NA	"H?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	46
423	"205"	"<S1B-001$H>"	"S1B-001"	"1"	"147"	"H"	"northern ireland"	"sociolinguistics 1"	"2002-2005"	"female"	"19-25"	"belfast"	"belfast"	"some tertiary education"	"student"	"catholic"	"english"	NA	2	15
424	"206"	"<S1B-001$I>"	"S1B-001"	"1"	"148"	"I"	"non-corpus speaker"	"sociolinguistics 1"	"2002-2005"	"male"	"19-25"	NA	NA	"first degree"	"student"	"catholic"	NA	NA	2	0
425	"207"	"<S1B-002$A>"	"S1B-002"	"1"	"149"	"A"	"northern ireland"	"english supervision"	"1990-1994"	"female"	NA	NA	NA	"first degree"	"student"	NA	NA	NA	111	973
426	"208"	"<S1B-002$B>"	"S1B-002"	"1"	"150"	"B"	"northern ireland"	"english supervision"	"1990-1994"	"male"	"42-49"	"belfast"	"belfast"	"doctoral degree"	"lecturer"	"catholic"	"english"	"french & italian"	105	1137
427	NA	"<S1B-003$?>"	"S1B-003"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
428	"209"	"<S1B-003$A>"	"S1B-003"	"1"	"151"	"A"	"northern ireland"	"byzantium 1"	"2002-2005"	"male"	"42-49"	"down"	"down"	"doctoral degree"	"lecturer"	"protestant"	"english"	NA	104	1215
429	"210"	"<S1B-003$B>"	"S1B-003"	"1"	"152"	"B"	"northern ireland"	"byzantium 1"	"2002-2005"	"female"	"42-49"	"belfast"	"belfast"	"some tertiary education"	"student"	"catholic"	"english"	NA	45	388
430	"211"	"<S1B-003$C>"	"S1B-003"	"1"	"153"	"C"	"northern ireland"	"byzantium 1"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"some tertiary education"	"secretary student"	"catholic"	"english"	NA	11	65
431	"212"	"<S1B-003$D>"	"S1B-003"	"1"	"154"	"D"	"northern ireland"	"byzantium 1"	"2002-2005"	"female"	"34-41"	"belfast"	"belfast"	"some tertiary education"	"student"	NA	"english"	NA	26	237
432	"213"	"<S1B-003$E>"	"S1B-003"	"1"	"155"	"E"	"non-corpus speaker"	"byzantium 1"	"2002-2005"	"female"	"19-25"	NA	NA	"some tertiary education"	"student"	NA	NA	NA	4	0
433	NA	"<S1B-004$?>"	"S1B-004"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
434	"214"	"<S1B-004$A>"	"S1B-004"	"1"	"156"	"A"	"northern ireland"	"sociolinguistics 2"	"2002-2005"	"female"	"42-49"	"belfast"	"belfast"	"doctoral degree"	"lecturer"	NA	"english"	NA	176	1522
435	"215"	"<S1B-004$B>"	"S1B-004"	"1"	"157"	"B"	"non-corpus speaker"	"sociolinguistics 2"	"2002-2005"	"female"	"19-25"	"england"	"belfast"	"some tertiary education"	"student"	NA	"english"	NA	15	0
436	NA	"<S1B-004$C?>"	"S1B-004"	"1"	NA	"C?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
437	"216"	"<S1B-004$C>"	"S1B-004"	"1"	"158"	"C"	"northern ireland"	"sociolinguistics 2"	"2002-2005"	"female"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	4	34
438	"217"	"<S1B-004$D>"	"S1B-004"	"1"	"159"	"D"	"northern ireland"	"sociolinguistics 2"	"2002-2005"	"female"	"34-41"	NA	"antrim"	"some tertiary education"	"student"	NA	"english"	NA	17	173
439	"218"	"<S1B-004$E>"	"S1B-004"	"1"	"160"	"E"	"non-corpus speaker"	"sociolinguistics 2"	"2002-2005"	"male"	"19-25"	"england"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	9	0
440	"219"	"<S1B-004$F>"	"S1B-004"	"1"	"161"	"F"	"northern ireland"	"sociolinguistics 2"	"2002-2005"	"female"	"34-41"	"down"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	1	13
441	"220"	"<S1B-004$G>"	"S1B-004"	"1"	"162"	"G"	"northern ireland"	"sociolinguistics 2"	"2002-2005"	"male"	"26-33"	"belfast"	"belfast"	"some tertiary education"	"student"	NA	"english"	NA	6	25
442	NA	"<S1B-004$H?>"	"S1B-004"	"1"	NA	"H?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8
443	"221"	"<S1B-004$H>"	"S1B-004"	"1"	"163"	"H"	"northern ireland"	"sociolinguistics 2"	"2002-2005"	"female"	"19-25"	NA	"tyrone"	"some tertiary education"	"student"	"catholic"	"english"	"irish gaelic"	10	128
444	NA	"<S1B-005$?>"	"S1B-005"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0
445	"222"	"<S1B-005$A>"	"S1B-005"	"1"	"152"	"A"	"northern ireland"	"byzantium 2"	"2002-2005"	"female"	"42-49"	"belfast"	"belfast"	"some tertiary education"	"student"	"catholic"	"english"	NA	29	315
446	"223"	"<S1B-005$B>"	"S1B-005"	"1"	"151"	"B"	"northern ireland"	"byzantium 2"	"2002-2005"	"male"	"42-49"	"down"	"down"	"doctoral degree"	"lecturer"	"protestant"	"english"	NA	83	1232
447	"224"	"<S1B-005$C>"	"S1B-005"	"1"	"153"	"C"	"northern ireland"	"byzantium 2"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"some tertiary education"	"secretary student"	"catholic"	"english"	NA	3	7
448	"225"	"<S1B-005$D>"	"S1B-005"	"1"	"154"	"D"	"northern ireland"	"byzantium 2"	"2002-2005"	"female"	"34-41"	"belfast"	"belfast"	"some tertiary education"	"student"	NA	"english"	NA	12	90
449	"226"	"<S1B-006$A>"	"S1B-006"	"1"	"131"	"A"	"northern ireland"	"ulster scots"	"2002-2005"	"female"	"19-25"	"down"	"down"	"some tertiary education"	"student"	"catholic"	"english"	NA	140	1183
450	"227"	"<S1B-006$B>"	"S1B-006"	"1"	"164"	"B"	"northern ireland"	"ulster scots"	"2002-2005"	"male"	"19-25"	"antrim"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	"spanish"	56	548
451	"228"	"<S1B-006$C>"	"S1B-006"	"1"	"165"	"C"	"non-corpus speaker"	"ulster scots"	"2002-2005"	"female"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	"catholic"	NA	NA	2	0
452	"229"	"<S1B-006$D>"	"S1B-006"	"1"	"11"	"D"	"northern ireland"	"ulster scots"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"doctoral degree"	"research assistant"	"catholic"	"english"	"french & italian"	5	91
453	"230"	"<S1B-006$E>"	"S1B-006"	"1"	"142"	"E"	"northern ireland"	"ulster scots"	"2002-2005"	"male"	"19-25"	"armagh"	"armagh"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	9	29
454	"231"	"<S1B-006$F>"	"S1B-006"	"1"	"116"	"F"	"northern ireland"	"ulster scots"	"2002-2005"	"female"	"19-25"	"down"	"down"	"first degree"	"student"	"catholic"	"english"	NA	8	52
455	"232"	"<S1B-006$G>"	"S1B-006"	"1"	"166"	"G"	"northern ireland"	"ulster scots"	"2002-2005"	"female"	"19-25"	"antrim"	"antrim"	"some tertiary education"	"student"	"catholic"	"english"	NA	1	9
456	NA	"<S1B-007$?>"	"S1B-007"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	22
457	"233"	"<S1B-007$A>"	"S1B-007"	"1"	"167"	"A"	"northern ireland"	"law tutorial 1"	"2002-2005"	"male"	"26-33"	NA	NA	"doctoral degree"	"lecturer"	"protestant"	"english"	"french"	112	1736
458	"234"	"<S1B-007$B>"	"S1B-007"	"1"	"168"	"B"	"northern ireland"	"law tutorial 1"	"2002-2005"	"female"	"19-25"	"(london)derry"	"belfast"	"some tertiary education"	"student"	"catholic"	"english"	"irish gaelic"	1	2
459	"235"	"<S1B-007$C>"	"S1B-007"	"1"	"169"	"C"	"northern ireland"	"law tutorial 1"	"2002-2005"	"female"	"19-25"	"belfast"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	4	43
460	"236"	"<S1B-007$D>"	"S1B-007"	"1"	"170"	"D"	"northern ireland"	"law tutorial 1"	"2002-2005"	"male"	"50+"	"belfast"	"belfast"	"doctoral degree"	"student"	NA	"english"	NA	3	33
461	NA	"<S1B-007$E?>"	"S1B-007"	"1"	NA	"E?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	90
462	"237"	"<S1B-007$E>"	"S1B-007"	"1"	"171"	"E"	"northern ireland"	"law tutorial 1"	"2002-2005"	"male"	"19-25"	"belfast"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	9	155
463	"238"	"<S1B-007$F>"	"S1B-007"	"1"	"172"	"F"	"northern ireland"	"law tutorial 1"	"2002-2005"	"male"	"19-25"	"fermanagh"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	6	100
464	"239"	"<S1B-007$G>"	"S1B-007"	"1"	"173"	"G"	"northern ireland"	"law tutorial 1"	"2002-2005"	"female"	"26-33"	NA	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	2	41
465	"240"	"<S1B-007$H>"	"S1B-007"	"1"	"174"	"H"	"northern ireland"	"law tutorial 1"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"some tertiary education"	"student"	"protestant"	NA	NA	2	19
466	NA	"<S1B-008$?>"	"S1B-008"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18
467	"241"	"<S1B-008$A>"	"S1B-008"	"1"	"175"	"A"	"northern ireland"	"enneagram"	"2002-2005"	"female"	"50+"	NA	"belfast"	"first degree"	"bank official lecturer"	"catholic"	"english"	NA	106	1787
468	NA	"<S1B-008$B?>"	"S1B-008"	"1"	NA	"B?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	48
469	"242"	"<S1B-008$B>"	"S1B-008"	"1"	"176"	"B"	"northern ireland"	"enneagram"	"2002-2005"	"female"	"42-49"	"antrim"	"belfast"	"postgraduate qualification"	"teacher"	"catholic"	"english"	NA	24	246
470	"243"	"<S1B-008$C>"	"S1B-008"	"1"	"177"	"C"	"northern ireland"	"enneagram"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	NA	"teacher"	"protestant"	"english"	NA	1	15
471	"244"	"<S1B-008$D>"	"S1B-008"	"1"	"178"	"D"	"northern ireland"	"enneagram"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"first degree"	"teacher"	"catholic"	"english"	NA	3	18
472	"245"	"<S1B-008$E>"	"S1B-008"	"1"	"6"	"E"	"northern ireland"	"enneagram"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"postgraduate qualification"	"vp of primary school"	"catholic"	"english"	"irish gaelic"	6	54
473	NA	"<S1B-009$?>"	"S1B-009"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	68
474	"246"	"<S1B-009$A>"	"S1B-009"	"1"	"179"	"A"	"northern ireland"	"education"	"2002-2005"	"male"	"50+"	"tyrone"	"belfast"	"doctoral degree"	"lecturer"	"catholic"	"english"	NA	88	1778
475	"247"	"<S1B-009$B>"	"S1B-009"	"1"	"180"	"B"	"northern ireland"	"education"	"2002-2005"	"female"	"42-49"	"belfast"	"belfast"	"first degree"	"teacher"	"protestant"	"english"	NA	12	93
476	"248"	"<S1B-009$C>"	"S1B-009"	"1"	"181"	"C"	"northern ireland"	"education"	"2002-2005"	"male"	"50+"	"belfast"	"antrim"	"postgraduate qualification"	"teacher"	"protestant"	"english"	NA	1	7
477	"249"	"<S1B-009$D>"	"S1B-009"	"1"	"182"	"D"	"northern ireland"	"education"	"2002-2005"	"female"	"26-33"	"antrim"	"belfast"	"postgraduate qualification"	"teacher"	"protestant"	"english"	NA	1	6
478	"250"	"<S1B-009$E>"	"S1B-009"	"1"	"183"	"E"	"northern ireland"	"education"	"2002-2005"	"female"	"42-49"	"tyrone"	"antrim"	"postgraduate qualification"	"teacher"	"catholic"	"english"	NA	1	38
479	"251"	"<S1B-009$F>"	"S1B-009"	"1"	"184"	"F"	"northern ireland"	"education"	"2002-2005"	"female"	"42-49"	"armagh"	"tyrone"	"postgraduate qualification"	"teacher"	"catholic"	"english"	NA	1	20
480	"252"	"<S1B-009$G>"	"S1B-009"	"1"	"185"	"G"	"northern ireland"	"education"	"2002-2005"	"female"	"34-41"	"belfast"	"down"	"postgraduate qualification"	"teacher"	"protestant"	"english"	NA	1	4
481	"253"	"<S1B-009$H>"	"S1B-009"	"1"	"186"	"H"	"northern ireland"	"education"	"2002-2005"	"male"	"26-33"	"belfast"	"belfast"	"first degree"	"teacher"	"protestant"	"english"	NA	1	16
482	"254"	"<S1B-009$I>"	"S1B-009"	"1"	"187"	"I"	"northern ireland"	"education"	"2002-2005"	"female"	"26-33"	"armagh"	"armagh"	"postgraduate qualification"	"teacher"	"protestant"	"english"	NA	2	4
483	NA	"<S1B-009$J?>"	"S1B-009"	"1"	NA	"J?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	29
484	"255"	"<S1B-009$J>"	"S1B-009"	"1"	"188"	"J"	"northern ireland"	"education"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"postgraduate qualification"	"teacher"	"catholic"	"english"	NA	4	33
485	"256"	"<S1B-010$A>"	"S1B-010"	"1"	"167"	"A"	"northern ireland"	"law tutorial 2"	"2002-2005"	"male"	"26-33"	NA	NA	"doctoral degree"	"lecturer"	"protestant"	"english"	"french"	97	1986
486	"257"	"<S1B-010$B>"	"S1B-010"	"1"	"189"	"B"	"northern ireland"	"law tutorial 2"	"2002-2005"	"female"	"26-33"	"belfast"	"belfast"	"first degree"	"student"	"protestant"	"english"	NA	4	65
487	"258"	"<S1B-010$C>"	"S1B-010"	"1"	"171"	"C"	"northern ireland"	"law tutorial 2"	"2002-2005"	"male"	"19-25"	"belfast"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	5	66
488	"259"	"<S1B-010$D>"	"S1B-010"	"1"	"172"	"D"	"northern ireland"	"law tutorial 2"	"2002-2005"	"male"	"19-25"	"fermanagh"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	1	11
489	"260"	"<S1B-010$E>"	"S1B-010"	"1"	"169"	"E"	"northern ireland"	"law tutorial 2"	"2002-2005"	"female"	"19-25"	"belfast"	"belfast"	"some tertiary education"	"student"	"protestant"	"english"	NA	2	5
490	"261"	"<S1B-010$F>"	"S1B-010"	"1"	"170"	"F"	"northern ireland"	"law tutorial 2"	"2002-2005"	"male"	"50+"	"belfast"	"belfast"	"doctoral degree"	"student"	NA	"english"	NA	1	10
491	"837"	"<S1B-011$A>"	"S1B-011"	"1"	"593"	"A"	"republic of ireland"	"workforce 1"	"1990-1994"	"male"	"26-33"	NA	"cork (city)"	"postgraduate qualification"	"lecturer"	"catholic"	"english"	NA	97	1514
492	"839"	"<S1B-011$C>"	"S1B-011"	"1"	"595"	"C"	"republic of ireland"	"workforce 1"	"1990-1994"	"female"	"19-25"	NA	"cork (county)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	1	2
493	"840"	"<S1B-011$D>"	"S1B-011"	"1"	"596"	"D"	"republic of ireland"	"workforce 1"	"1990-1994"	"female"	"19-25"	NA	"cork (county)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	1	4
494	"841"	"<S1B-011$E>"	"S1B-011"	"1"	"654"	"E"	"republic of ireland"	"workforce 1"	"1990-1994"	"female"	"19-25"	NA	NA	"some tertiary education"	"student"	NA	NA	NA	2	10
495	"842"	"<S1B-011$F>"	"S1B-011"	"1"	"598"	"F"	"republic of ireland"	"workforce 1"	"1990-1994"	"female"	"19-25"	NA	"cork (county)"	"some tertiary education"	"student"	"catholic"	"english"	"french"	3	32
496	"843"	"<S1B-012$A>"	"S1B-012"	"1"	"593"	"A"	"republic of ireland"	"workforce 2"	"1990-1994"	"male"	"26-33"	NA	"cork (city)"	"postgraduate qualification"	"lecturer"	"catholic"	"english"	NA	54	1115
497	"844"	"<S1B-012$B>"	"S1B-012"	"1"	"595"	"B"	"republic of ireland"	"workforce 2"	"1990-1994"	"female"	"19-25"	NA	"cork (county)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	7	149
